Gtype 1
Gr1_inner 84
Gr1_outer 132
Gr2_inner 84
Gr2_outer 132
Gdz 40
Gx0 0
Gy0 0
Gz0 0
Grot_x 0
Grot_y 0
Grot_z 0
Gcrystal_dx 3.8
Gcrystal_dy 3.8
Gcrystal_dz 40
Gcarbon_gap 0.1
Gair_gap 0
Gmaterial 7.5
Gcolor_R 1
Gcolor_G 0
Gcolor_B 0
#Tower: type, idx_j, idx_k, idx_l, x[cm], y[cm], z[cm], dx[cm], dy[cm], dz[cm], rot_x, rot_y, rot_z
Tower 0 9 45 0 -94 50 -260 3.8 3.8 40 0 0 0
Tower 0 9 46 0 -94 54 -260 3.8 3.8 40 0 0 0
Tower 0 9 47 0 -94 58 -260 3.8 3.8 40 0 0 0
Tower 0 9 48 0 -94 62 -260 3.8 3.8 40 0 0 0
Tower 0 9 49 0 -94 66 -260 3.8 3.8 40 0 0 0
Tower 0 9 50 0 -94 70 -260 3.8 3.8 40 0 0 0
Tower 0 9 51 0 -94 74 -260 3.8 3.8 40 0 0 0
Tower 0 9 52 0 -94 78 -260 3.8 3.8 40 0 0 0
Tower 0 9 53 0 -94 82 -260 3.8 3.8 40 0 0 0
Tower 0 9 54 0 -94 86 -260 3.8 3.8 40 0 0 0
Tower 0 9 55 0 -94 90 -260 3.8 3.8 40 0 0 0
Tower 0 10 9 0 -90 -94 -260 3.8 3.8 40 0 0 0
